1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1125,Av,631,ALQ,410,352,Unf,1977.0,1125,TA,7200,0,6,6,1041,1976,1976,125000
1008,No,486,BLQ,522,275,Unf,1954.0,1008,TA,11425,0,6,5,1008,1954,1954,137000
1630,Gd,0,Unf,1622,860,RFn,2008.0,1630,Ex,10226,42,5,8,1622,2008,2008,295493
864,No,503,Rec,361,673,RFn,2003.0,1728,Gd,8791,56,5,6,864,2003,2003,207500
1211,No,250,BLQ,210,322,Unf,1968.0,1211,TA,8250,63,5,5,952,1968,1968,134000
1040,No,369,LwQ,671,286,RFn,1959.0,1040,TA,7560,0,5,5,1040,1959,1959,133700
1707,No,0,Unf,1686,511,RFn,1981.0,1707,TA,16669,64,6,8,1686,1981,1981,228000
955,No,0,Unf,935,462,Fin,1998.0,1632,TA,9084,28,5,7,935,1998,1998,176500
1392,No,1302,Unf,90,528,Unf,1957.0,1392,TA,11341,0,6,5,1392,1957,1996,121500
1319,No,428,BLQ,0,270,Unf,1953.0,1319,TA,10634,0,6,5,608,1953,1953,123000
742,No,0,Unf,742,390,Fin,2005.0,1484,Gd,12589,24,5,6,742,2005,2005,174000
971,Gd,523,Unf,448,300,Unf,1969.0,971,TA,9920,0,6,5,971,1969,1969,128500
1062,Av,539,ALQ,490,539,RFn,1976.0,1062,TA,11333,0,5,6,1029,1976,1976,146800
980,Gd,945,Unf,0,0,None,1979.0,980,TA,9400,0,5,6,945,1975,1975,127500
1405,No,0,Unf,1405,478,RFn,2003.0,1405,Gd,3136,36,5,7,1405,2003,2003,171750
959,No,786,GLQ,173,472,Fin,2000.0,1671,TA,10852,38,5,6,959,2000,2000,173000
1074,No,788,ALQ,268,495,RFn,1975.0,1074,TA,10140,88,6,5,1056,1975,1975,153500
1547,None,0,None,0,672,Unf,1979.0,2320,TA,14762,144,6,5,0,1948,1950,169000
918,No,0,Unf,918,264,Unf,1979.0,918,TA,7892,0,5,6,918,1979,1979,99500
1437,Gd,1157,ALQ,280,528,RFn,1976.0,1437,Gd,10768,21,8,5,1437,1976,2004,218000
1069,No,360,ALQ,709,440,RFn,1977.0,1069,TA,4043,55,5,6,1069,1977,1977,127500
829,No,298,Rec,429,441,Unf,1968.0,1556,TA,11700,0,6,6,727,1968,1968,154000
824,No,624,GLQ,193,510,Unf,2002.0,1894,Gd,11316,40,5,7,817,2002,2003,214900
1973,Av,0,Unf,1935,895,Fin,2006.0,1973,Gd,14226,45,5,8,1935,2006,2006,395000
1898,No,0,Unf,710,564,Fin,1961.0,2978,Gd,11275,0,7,7,710,1967,2007,242000
848,Av,662,GLQ,186,420,RFn,2004.0,848,Gd,4438,0,5,6,848,2004,2004,149000
804,No,0,Unf,384,400,Fin,1995.0,1474,TA,8530,72,5,7,384,1995,1996,168500
1056,No,480,BLQ,108,260,Unf,1954.0,1056,TA,9250,0,7,5,1056,1954,2005,139400
902,Av,301,BLQ,239,484,Unf,1983.0,902,TA,8885,0,5,5,864,1983,1983,131000
1032,Av,605,ALQ,427,564,Unf,1978.0,1032,TA,10395,0,6,6,1032,1978,1978,148000
1077,No,0,Unf,961,338,Unf,1920.0,1077,TA,8967,0,2,5,961,1920,1950,67000
1235,No,600,Rec,635,480,Unf,1961.0,1235,TA,8500,0,3,5,1235,1961,1961,98600
1442,Mn,738,GLQ,172,719,Fin,1990.0,1442,Gd,10357,244,5,7,910,1990,1991,179900
483,No,387,ALQ,96,264,Unf,1971.0,987,TA,1680,0,5,6,483,1971,1971,85400
1004,Gd,975,GLQ,0,504,Unf,1977.0,1004,TA,10530,0,5,6,975,1977,1977,135000
1006,No,288,GLQ,718,0,None,1979.0,1006,TA,9000,24,3,5,1006,1959,1959,80000
936,No,210,Unf,570,0,None,1979.0,1716,Fa,5687,184,6,5,780,1912,2000,135900
860,No,0,Unf,860,565,RFn,2004.0,1720,Gd,11645,70,5,7,860,2004,2004,196500
960,No,250,ALQ,710,308,Unf,1997.0,960,Fa,6000,0,4,4,960,1920,1950,108500
1604,No,1334,GLQ,270,660,RFn,2006.0,1604,Gd,8814,110,5,7,1604,2006,2006,220000
2217,Gd,351,ALQ,1043,621,Unf,1970.0,2217,Gd,15865,207,6,8,2217,1970,1970,268000
1844,Av,1110,Rec,734,540,RFn,1969.0,1844,Gd,16381,73,5,6,1844,1969,1969,223000
799,No,0,Unf,799,380,RFn,1993.0,1571,TA,7837,40,7,6,799,1993,1994,178000
1479,No,0,Unf,1468,577,RFn,1999.0,1479,Gd,9382,25,5,7,1468,1999,2000,191000
1619,Gd,1249,Unf,103,529,Fin,1965.0,1786,TA,164660,0,6,5,1499,1965,1965,228950
1632,No,620,Rec,0,338,RFn,1958.0,1632,TA,9600,0,6,6,1240,1958,1988,139000
866,Av,20,GLQ,846,578,RFn,2007.0,1768,Gd,10769,105,5,8,866,2007,2007,212000
1096,Mn,75,BLQ,230,299,Fin,1969.0,1096,TA,15870,32,5,5,1096,1969,1969,138800
1236,No,0,Unf,791,542,Fin,1986.0,2093,TA,20544,63,6,7,791,1986,1991,215000
660,No,512,BLQ,148,453,RFn,1966.0,1348,TA,7590,108,5,6,660,1966,1966,155000
728,Av,648,GLQ,80,410,Fin,2005.0,1456,Gd,8199,18,5,7,728,2005,2005,189000
1600,Gd,1277,BLQ,207,319,RFn,1957.0,1600,TA,16321,258,6,5,1484,1957,1997,207500
1700,Av,340,GLQ,1342,544,RFn,2003.0,1700,Gd,9135,23,5,6,1682,2003,2003,200000
808,No,0,Unf,808,389,RFn,1993.0,1593,TA,9636,40,5,6,808,1992,1993,178000
1363,No,650,BLQ,178,288,Unf,1951.0,1363,TA,14559,42,7,5,1008,1951,2000,164900
855,No,311,ALQ,544,440,Unf,1978.0,1441,TA,2289,0,6,6,855,1978,1978,148500
1710,Gd,1400,Unf,310,866,RFn,2007.0,1710,Gd,13891,102,5,8,1710,2007,2008,372402
1222,No,695,GLQ,253,463,RFn,1994.0,2110,Gd,8880,130,5,7,948,1994,2002,205000
725,No,533,GLQ,192,475,RFn,1976.0,1479,Gd,13517,44,8,6,725,1976,2005,130500
767,Av,584,GLQ,0,367,Fin,1998.0,767,TA,4058,40,5,7,723,1998,1998,133000
664,Av,554,GLQ,100,426,RFn,2006.0,1496,Gd,17104,24,5,7,654,2006,2006,179665
1567,Av,1154,GLQ,366,648,Fin,2006.0,1567,Ex,3982,0,5,8,1520,2006,2006,264561
1148,Mn,210,LwQ,219,308,Unf,1952.0,1148,TA,6420,0,7,5,980,1952,1952,123500
1120,Mn,0,Unf,1085,753,Fin,2006.0,1970,Ex,11065,74,5,8,1085,2006,2006,281000
1453,No,482,GLQ,971,750,RFn,1990.0,2810,Gd,9572,0,5,8,1453,1990,1990,302000
1470,No,986,GLQ,484,696,Unf,1998.0,2630,Gd,9200,66,5,8,1470,1998,1998,315000
1105,No,443,Rec,662,480,Unf,1960.0,2274,TA,11600,0,5,5,1105,1960,1960,154300
1261,No,662,ALQ,599,433,RFn,1958.0,1261,TA,9120,0,6,6,1261,1958,1958,163000
1486,No,637,BLQ,849,480,Fin,1968.0,1486,TA,9937,0,7,5,1486,1964,1999,167000
773,No,570,Unf,203,240,Unf,1953.0,773,TA,7677,0,5,5,773,1953,1953,110000
1537,No,0,Unf,1319,462,RFn,1962.0,1537,Gd,8400,36,9,6,1319,1962,2005,174000
866,Av,0,Unf,866,546,RFn,1998.0,1779,Gd,10400,36,5,7,866,1998,1998,197900
1225,No,569,ALQ,381,0,None,1979.0,1225,TA,9320,0,5,4,950,1959,1959,128950
848,Av,659,GLQ,189,420,Fin,2003.0,848,Gd,4435,0,5,6,848,2003,2003,131500
780,No,0,Unf,780,198,Unf,1937.0,1376,TA,8600,0,6,6,780,1937,1950,119500
742,No,381,GLQ,348,440,Unf,1999.0,1471,TA,3230,24,5,6,729,1999,1999,172500
869,No,0,Unf,440,0,None,1979.0,869,Fa,5900,0,7,4,440,1923,1958,85500
729,No,419,GLQ,310,440,Unf,1999.0,1458,TA,3230,32,5,6,729,1999,1999,176000
894,No,762,ALQ,102,440,Unf,1974.0,894,TA,13350,0,5,5,864,1974,1974,142500
885,No,0,Unf,832,427,Fin,1998.0,1718,TA,10141,94,5,7,832,1998,1998,185000
1701,Gd,1390,ALQ,0,611,Fin,1975.0,1701,TA,16647,0,5,5,1390,1975,1981,171000
864,No,600,BLQ,264,576,Unf,1980.0,864,TA,12735,0,5,4,864,1972,1972,111250
1094,No,0,Unf,528,512,RFn,1976.0,1855,TA,9600,100,7,6,528,1976,1994,187000
1651,No,1398,ALQ,0,616,Fin,1986.0,1651,TA,12416,0,5,6,1606,1986,1986,184000
612,Av,0,Unf,612,528,RFn,2009.0,1224,Gd,3951,234,5,6,612,2009,2009,164500
928,No,308,Rec,620,288,Fin,1957.0,928,TA,6000,0,6,5,928,1957,1957,112500
372,None,0,None,0,0,None,1979.0,1092,Fa,5600,0,5,4,0,1930,1950,55000
832,No,16,LwQ,712,546,Unf,1925.0,1641,Ex,9600,0,7,7,728,1925,1990,178000
708,No,404,ALQ,304,776,RFn,1968.0,1416,TA,11700,169,6,6,708,1968,1968,179900
1058,Av,546,GLQ,512,736,Fin,2003.0,1904,Ex,10927,60,5,8,1058,2005,2005,275000
936,No,248,BLQ,448,308,Fin,1956.0,936,TA,5868,0,7,5,936,1956,2000,129000
716,No,81,Unf,23,452,Fin,1980.0,1556,TA,1950,0,6,6,716,1980,1980,151000
864,No,120,LwQ,744,400,Unf,1951.0,864,TA,19138,0,5,4,864,1951,1951,141000
1654,No,986,GLQ,668,900,Unf,2002.0,1654,Gd,8125,136,5,7,1654,2002,2002,230000
1416,No,0,Unf,816,576,Unf,2007.0,1416,Gd,25339,0,7,5,816,1918,2007,112000
1268,Mn,1163,GLQ,89,856,Unf,1999.0,2365,Gd,9430,128,5,8,1252,1999,1999,337000
1067,No,442,BLQ,625,436,Unf,1996.0,1067,Gd,9600,0,7,4,1067,1950,1995,128000
1318,None,0,None,0,539,Unf,1978.0,1902,TA,8930,0,5,6,0,1978,1978,112000
1557,Gd,0,Unf,1374,420,Fin,2003.0,1557,Gd,3196,20,5,7,1374,2003,2004,234000
1195,No,0,Unf,1195,486,Fin,1998.0,1839,TA,16770,81,5,7,1195,1998,1998,221000
